"id","created","updated","action_id","user_id","comment"
6,2022-08-26 10:01:30.094 +0800,2022-08-26 10:01:30.094 +0800,15467,2," Review critical hydraulic spares and adjust SAP as required

MS 27/02 - Review of critical spares on site has been completed and all required items have been accounted for.  Awaiting Warehouse to issue a secure holding location in stores so we can enter the items in SAP."
7,2022-08-26 10:01:39.146 +0800,2022-08-26 10:01:39.146 +0800,15467,2,MS 10/03 - Still awaiting warehouse responce for storing location. Will be adding SAP number for each critical item and adding them into the function locations
8,2022-08-26 10:01:44.751 +0800,2022-08-26 10:01:44.751 +0800,15467,2,MS 28/03 - Meeting with Warehouse arranged for post shut to find a suitable location for critical spares. Then SAP can be updated with new part numbers and functional locations updated.
9,2022-08-26 10:01:51.475 +0800,2022-08-26 10:01:51.475 +0800,15467,2,RJ 15/04 : Warehouse has not provided a consolidated location for critical spares. Critical spares feedback has not been provided yet from powerflow systems. Action extended
10,2022-08-26 10:02:01.979 +0800,2022-08-26 10:02:01.979 +0800,15467,2,"21/06 : action extended to complete audit "
11,2022-08-26 10:02:12.801 +0800,2022-08-26 10:02:12.802 +0800,15467,2,"30/09/02 HW - Unable to prioritise over previous few swings. Have had to push out to end of next swing"
12,2022-08-26 10:02:19.040 +0800,2022-08-26 10:02:19.040 +0800,15467,2,"11/10 HW - Have lost access to SAP. Have pushed out another swing to finalise"
13,2022-08-26 10:02:27.387 +0800,2022-08-26 10:02:27.387 +0800,15467,2,"25/10 DL Audit has not been completed. Action extended and will be prioritsed for completion. Need to follow up with powerflow"
14,2022-08-26 10:02:32.519 +0800,2022-08-26 10:02:32.519 +0800,15467,2,"30/11/2021 TB Action extended to allow final review of audit to be completed and changes to SAP implemented"
15,2022-08-26 10:02:41.067 +0800,2022-08-26 10:02:41.067 +0800,15467,2,"28/01/2022 MZ Action extended due to other priorites. A spreadsheet of hydraulic parts has been developed. More time is required to finalize the spreadsheet."
16,2022-08-26 10:02:47.818 +0800,2022-08-26 10:02:47.818 +0800,15467,2,"27/02/2022 MZ Action extended due to other priorites. Hydraulic spare part spreadsheet has been updated to include all pipeworks as well.  Spreadsheet has been sent to Powerflow to add update part numers. "
17,2022-08-26 10:02:56.063 +0800,2022-08-26 10:02:56.063 +0800,15467,2,"26/04/2022 MZ Action extended due to other priorites. Need more time to finalized the part list."
18,2022-08-26 10:03:02.695 +0800,2022-08-26 10:03:02.695 +0800,15467,2,"21/06/2022 MZ Spare part list is complete, send to mainteance for reviewing. Action extended."
19,2022-08-26 10:08:04.723 +0800,2022-08-26 10:08:04.723 +0800,15484,2,MS 16/12Awaiting review from HWC hydraulics for install methodology and cost. Will review and make a WO to suit if approved by all stakeholders
20,2022-08-26 10:09:28.045 +0800,2022-08-26 10:09:28.045 +0800,15484,2,"MS 22.02.22 - After discussions with HWC, the plan is to get the new Metso HPU's sent away so they are electrically suitable and install during an outage. The old rotable HPU will also be sent back to ensure its suitable for a breakdown situation once the Metso ones arrive.
Will close action once HPU's are installed "
21,2022-08-26 10:10:16.607 +0800,2022-08-26 10:10:16.607 +0800,15484,2,"MS 02/06 still progressing with getting HPU's converted ready for install, more time required"
22,2022-08-26 10:10:27.964 +0800,2022-08-26 10:10:27.964 +0800,15484,2,"MS 25/08 - HWC have returned to site and scoped up the install oif the units on both CR001 & CR002. The HPUS have been sent back to their workshop for conversion so they are suitable.
Notis will be riased and WO planned in for when labour and materials are ready
"
23,2022-08-26 14:34:11.899 +0800,2022-08-26 14:34:11.899 +0800,15474,2,"27/7 WH - WO scheduled in TL04 due to material availability. Action open until end of TL04. "
24,2022-08-26 14:34:18.874 +0800,2022-08-26 14:34:18.874 +0800,15474,2,"22/06 - No feed back recieved from powerflow yet on replacement pipe"
25,2022-08-26 14:34:25.913 +0800,2022-08-26 14:34:25.913 +0800,15474,2,"28/10/2021 - Tbestwick- Action pushed until CP22OP01 pending material availability"
26,2022-08-26 14:34:35.770 +0800,2022-08-26 14:34:35.770 +0800,15474,2,"17/1/22 - WHoyle - Action pushed until CP22TL02 as parts did not arrive on site for execution for CP22TL01."
27,2022-08-26 14:35:15.192 +0800,2022-08-26 14:35:15.192 +0800,15474,2,"17/1/22 - WHoyle - Action pushed until CP22TL02 as parts did not arrive on site for execution for CP22TL01."
28,2022-08-26 14:35:33.491 +0800,2022-08-26 14:35:33.491 +0800,15474,2,"05/04/22 - MZ - Action pushed until CP22TL03 due to extended scope has been identified during CP22TL02."
29,2022-08-26 14:39:29.020 +0800,2022-08-26 14:39:29.020 +0800,15512,2,"MS 18.08.22 - Some further work needed to be completed before the installation so it was not installed. We are aiming to install the unit and most of the pipework during weekly space and hopefully tie in during suitable train gaps. 
Will close out action once its installed and commissioned"
30,2022-08-26 14:40:13.880 +0800,2022-08-26 14:40:13.880 +0800,15494,2,"24/01/2022 TB - Waiting for second failed actuator to identify what was the cause of failure. once this is complete and investigation into wether the actuators do require upgrading will be done. Action extended to allow more time."
31,2022-08-26 14:40:36.657 +0800,2022-08-26 14:40:36.657 +0800,15494,2,"26/04/22 MZ - Action extended due to other priorities."
32,2022-08-26 14:42:57.388 +0800,2022-08-26 14:42:57.388 +0800,15494,2,"02/08/22 MZ - Action extended due to other priorities."
33,2022-08-26 14:45:19.902 +0800,2022-08-26 14:45:19.903 +0800,15493,2,"24/01/2022 TB - Waiting for second failed actuator to identify what was the cause of failure. once this is complete and investigation into wether the actuators do require upgrading will be done. Action extended to allow more time."
34,2022-08-26 14:45:28.500 +0800,2022-08-26 14:45:28.500 +0800,15493,2,"26/04/22 MZ - Action extended due to other priorities."
35,2022-08-26 14:45:37.354 +0800,2022-08-26 14:45:37.354 +0800,15493,2,"02/08/22 MZ - Action extended due to other priorities."
36,2022-08-26 14:47:46.660 +0800,2022-08-26 14:47:46.660 +0800,15491,2,"30/11/2021 Tbestwick - Review will form part of the design for the GTU take up system. Helix report to identify issues in this space."
37,2022-08-26 14:47:56.052 +0800,2022-08-26 14:47:56.052 +0800,15491,2,"9/12/2021 DL Following concept design review meeting Emtek have agreed to review the transition lengths as part of the detailed design phase of GTU upgrade project. Would still be good to get a helix report done as well to further understand tension issues."
38,2022-08-26 14:48:22.214 +0800,2022-08-26 14:48:22.214 +0800,15491,2,"27/02/2022 MZ Based on current concept design, the tail pulley will  move back another 1.1m to creat more transition length. Conti belt has been contected to provide a 3rd part report. Action to be extended to confirm it in the detail design."
39,2022-08-26 14:48:34.193 +0800,2022-08-26 14:48:34.193 +0800,15491,2,"26/04/2022 MZ to be reviewed  at phase 2 detail design."
40,2022-08-26 14:48:46.816 +0800,2022-08-26 14:48:46.816 +0800,15491,2,"21/06/2022 MZ to be reviewed  at phase 2 detail design. waiting for chang request  approval."
41,2022-08-26 14:49:36.800 +0800,2022-08-26 14:49:36.800 +0800,15489,2,"30/11/2021 Tbestwick - same action as 508"
46,2022-08-26 14:51:04.083 +0800,2022-08-26 14:51:04.083 +0800,15488,2,"30/11/2021 Tbestwick - Action not completed due to other priorities. Due date extended"
42,2022-08-26 14:49:50.014 +0800,2022-08-26 14:49:50.014 +0800,15489,2,"28/01/2022 MZ Action extended due to other priorites. A spreadsheet of hydraulic parts has been developed. More time is required to finalize the spreadsheet."
43,2022-08-26 14:49:58.504 +0800,2022-08-26 14:49:58.504 +0800,15489,2,"26/04/2022 MZ Action extended due to other priorites. Need more time to finalized the part list."
44,2022-08-26 14:50:08.502 +0800,2022-08-26 14:50:08.502 +0800,15489,2,"28/02/2022 MZ Action extended due to other priorites. Pipe works has been added into critical spares list,"
45,2022-08-26 14:50:19.690 +0800,2022-08-26 14:50:19.690 +0800,15489,2,"21/06/2022 MZ Spare part list is complete, sent to maintenance for reviewing. Action extended."
47,2022-08-26 14:51:13.801 +0800,2022-08-26 14:51:13.801 +0800,15488,2,"20/12/2021 D Linehan - Action not completed due to other priorities. Due date extended. Currently it appears there is no strategy in place for these valves. Valves are very low cost, need to look at creating PM02 strategy possibly 52W replacement. "
52,2022-08-26 14:52:22.240 +0800,2022-08-26 14:52:22.240 +0800,15480,2,TB 19/08/2021 - replacement hoses orderd however review of all critical spares not completed. Acion extended 
48,2022-08-26 14:51:22.852 +0800,2022-08-26 14:51:22.852 +0800,15488,2,"11/01/2022 MZ Reviewed current PM02 strategy on SAP. Limited strategy in place. More time is required."
53,2022-08-26 14:52:33.285 +0800,2022-08-26 14:52:33.285 +0800,15480,2,"Engineering to supply list of critical spares and quantities required to planning team. Planning team to raise ATI for new quantities
"
49,2022-08-26 14:51:30.342 +0800,2022-08-26 14:51:30.342 +0800,15488,2,"27/02/2022 MZ - Action not completed due to other priorities. Due date extended"
50,2022-08-26 14:51:38.646 +0800,2022-08-26 14:51:38.646 +0800,15488,2,"26/04/2022 MZ Action extended due to other priorites. Need more time to finalized the part list."
51,2022-08-26 14:51:46.279 +0800,2022-08-26 14:51:46.279 +0800,15488,2,"21/06/2022 MZ Spare part list is complete, sent to maintenance for reviewing. Action extended."
54,2022-08-26 14:52:44.516 +0800,2022-08-26 14:52:44.516 +0800,15480,2,Spoke to Raj 14.07.2021 who advises the information will be available by 20/7/21
55,2022-08-26 14:52:52.368 +0800,2022-08-26 14:52:52.368 +0800,15480,2,"25/10 DL Action Extened need to collate critical spares information and engage planning team to update warehouse quantities as required"
56,2022-08-26 14:53:02.893 +0800,2022-08-26 14:53:02.893 +0800,15480,2,"11/01 MZ Action extended due to other priorites. A spreadsheet of hydraulic parts has been developed. More time is required to finalize the spreadsheet."
57,2022-08-26 14:53:14.778 +0800,2022-08-26 14:53:14.778 +0800,15480,2,"27/02 MZ Action Extened need to collate critical spares information from Power flow"
58,2022-08-26 14:53:23.347 +0800,2022-08-26 14:53:23.347 +0800,15480,2,"26/04/2022 MZ Action extended due to other priorites. Need more time to finalized the part list."
59,2022-08-26 14:53:32.853 +0800,2022-08-26 14:53:32.853 +0800,15480,2,"21/06/2022 MZ Spare part list is complete, send to shut team for reviewing. Action extended."
60,2022-08-26 14:54:09.773 +0800,2022-08-26 14:54:09.773 +0800,15510,2,"09/06/2022 - Awaiting track survey to be completed by Track maintenance team AC"
61,2022-08-26 14:55:42.861 +0800,2022-08-26 14:55:42.861 +0800,15485,2,"16/08/2022 SW - HPU's still pending upgrade via capital project. Operating parameters cannot be same until HPUs upgraded."
62,2022-08-26 14:55:51.420 +0800,2022-08-26 14:55:51.420 +0800,15485,2,"02/08/2022 MZ- Due date extended due to other priority
"
63,2022-08-26 14:56:00.241 +0800,2022-08-26 14:56:00.241 +0800,15485,2,"30/1/22 KH - Current cut/in out setings for CR001 are 1000-1200 PSI. CR002 are 1200-1400 PSI."
64,2022-08-26 14:56:08.945 +0800,2022-08-26 14:56:08.945 +0800,15485,2,HPU audit conducted 8/12/21 by HWC identified a leak/bypass within the hydraulic toggle on CR002 system causing the system to cycle every 2.5 min. Maintenance adjusted settings as at OEM specs with the leakage it as causing CR002 to overheat due to the cycling.
65,2022-08-26 14:56:16.018 +0800,2022-08-26 14:56:16.018 +0800,15485,2,Capital project in FY23 to replace both HPUs. Some electrical work required to integrate to FMG crushers. Mitch Steel currently progressing
66,2022-08-26 14:56:55.628 +0800,2022-08-26 14:56:55.628 +0800,15504,2,"22/04/2022 MZ
Due date extended due to limited technical writer resource"
67,2022-08-26 14:57:03.325 +0800,2022-08-26 14:57:03.325 +0800,15504,2,"21/7/22 WH 
Due date extended to allow sufficent completion time for Tech Writer who commences with the team end of July."
68,2022-08-26 14:57:45.570 +0800,2022-08-26 14:57:45.571 +0800,15476,2,"16.06.21 MS - PRT has been downloaded and CFP gland water pressures is definitly above IOM specs and will be changed to 200-220 kPA. Before closing this action, a full review of all gland water pressures across WFE and desand is required so PRT CB-02007-WI-ME-0052 can be fully updated. Changing the due date to account for this update."
69,2022-08-26 14:57:54.479 +0800,2022-08-26 14:57:54.479 +0800,15476,2,"19.10.21 MS - Extention required as we have engaged Weir rep to complete audit on their pump gland waters and make recommendations on materials & operating parameters. Will change the PRT to suit once completed."
70,2022-08-26 14:58:03.037 +0800,2022-08-26 14:58:03.037 +0800,15476,2,"22.02.22 MS - Discharge pressures of pumps still not confirmed so PRT can not be updated yet. Extension required to esnure vendor, Mets & maintenance input is gathered and PRT corrected."
71,2022-08-26 14:58:13.987 +0800,2022-08-26 14:58:13.987 +0800,15476,2,MS 25.08 - Work continuing with gland systems and input from mets and vendors. Will continue to progress with changes to PRT
72,2022-08-26 14:59:08.107 +0800,2022-08-26 14:59:08.107 +0800,15503,2,"21/06/2022 MZ Action extended due to other priority tasks"
73,2022-08-26 14:59:42.836 +0800,2022-08-26 14:59:42.836 +0800,15502,2,"21/06/2022 MZ  Action extended dur to other priority tasks"
74,2022-08-26 15:05:58.712 +0800,2022-08-26 15:05:58.712 +0800,15460,2,"30/12/2020 MD - A magnet is to be installed over CV009 to pick up any tramp metal before the metal detector and reduce CV009 stoppages."
75,2022-08-26 15:06:10.388 +0800,2022-08-26 15:06:10.388 +0800,15460,2,"07/05/2021 MD - Waiting on an update from Ops Projects. Due date pushed out until after the next shutdown"
76,2022-08-26 15:06:17.199 +0800,2022-08-26 15:06:17.199 +0800,15460,2,"14/07/2021 MD - Reassigned to site projects team for execution."
77,2022-08-26 15:06:26.268 +0800,2022-08-26 15:06:26.268 +0800,15460,2,"28/04/22 DE Meeting - Installation planned for CP22OP03"
78,2022-08-26 15:09:23.530 +0800,2022-08-26 15:09:23.530 +0800,15483,2,"Install air relief vents in desands

9/10 DL Quotes recieved for vents and design of modified spools for vents. Aiming to have parts on order in the next month. Due date extended by 1 month"
79,2022-08-26 15:09:31.429 +0800,2022-08-26 15:09:31.429 +0800,15483,2,"24/01/22 All west engineering has been on site and scanned the piping. Design to commence in the next week. Action extend to completed the design, fab and install"
80,2022-08-26 15:09:38.928 +0800,2022-08-26 15:09:38.929 +0800,15483,2,"15/11 RJ  - Design and fab is awarded to AWE need to time to compelete design and fab due date extended"
81,2022-08-26 15:09:48.029 +0800,2022-08-26 15:09:48.029 +0800,15483,2,"26/05 RJ - Design work is ongoing. Priority AWE priority was to complete capital projects. This project will get picked up this month"
82,2022-08-26 15:10:13.112 +0800,2022-08-26 15:10:13.112 +0800,15481,2,RJ 15/09 : Feed spout and chute assenbly redesign is underway. preliminary design has been submitted by Bradken. 
83,2022-08-26 15:10:21.349 +0800,2022-08-26 15:10:21.349 +0800,15481,2,"Due date extension required for engineering and design activities to take place

15/11/2021 - As per schedule submitted by Bradken. due date extended to April 2022"
84,2022-08-26 15:10:31.262 +0800,2022-08-26 15:10:31.262 +0800,15481,2,"19/04/2022 - Bradken are unable to supply the required liners. Alloy Steel has been engaged to provide a proposal. Require funding approval to move forward with Alloy Steel. Due date extended to secure required funding, completed engineering, manufacture new liner package and carry out a trial."
85,2022-08-26 15:12:48.434 +0800,2022-08-26 15:12:48.434 +0800,15486,2,"2/11/2021 Tbestwick - Job planned for installation during CP22OP01 as a part of a larger capital project for pan type rip detection. CV213 still requires scoping. due date pushed to allow sufficient time to complete."
86,2022-08-26 15:12:57.141 +0800,2022-08-26 15:12:57.141 +0800,15486,2,"16/12/2021 DL Pantypes are being designed externally, expect to have drawings back around Jan-Feb
Scope and plan installation of CV213 pan type rip detector"
87,2022-08-26 15:13:03.065 +0800,2022-08-26 15:13:03.065 +0800,15486,2,"25/02/2022 MD - Drawings expected by early March, due date extended."
88,2022-08-26 15:13:12.508 +0800,2022-08-26 15:13:12.508 +0800,15486,2,"11/04/2022 MD - Vendor required site verification of dimensions which was completed in the OP02 shutdown. Waiting on final drawings."
89,2022-08-26 15:13:18.475 +0800,2022-08-26 15:13:18.475 +0800,15486,2,"10/05/2022 MD - CV213 pan type requires a custom design which is still in progress."
90,2022-08-26 15:13:25.451 +0800,2022-08-26 15:13:25.451 +0800,15486,2,"16/07/2022 MD - 3D scan completed during CP22OP03 shutdown."
91,2022-08-26 15:14:14.923 +0800,2022-08-26 15:14:14.923 +0800,15037,2,"24/01/2022 TB - Action needs to be completed during a shut down. Plan to complete in CP22OP03. Action extended to reflect"
92,2022-08-26 15:14:22.900 +0800,2022-08-26 15:14:22.900 +0800,15037,2,Existing PRT attached to tower type GTUs is inadequate. Australian standard AS2759 details maintenance requirements for GTU towers. Complete an audit of CV111 GTU tower in accordance with AS2759 to identify any existing defects. 
93,2022-08-26 15:14:52.420 +0800,2022-08-26 15:14:52.420 +0800,15487,2,"17/11/2021 DL Extended to allow time to confirm what parts are correct for each shuttle as there are disrepencies between what is installed on rotable spares and what is in service."
94,2022-08-26 15:14:58.480 +0800,2022-08-26 15:14:58.480 +0800,15487,2,"14/12/2021 SAP data collected. Extended to get feedback from rotables team about what direction they are giving to vendors for what brake models to install."
95,2022-08-26 15:15:05.973 +0800,2022-08-26 15:15:05.973 +0800,15487,2,"20/12/2021 DL Unable to complete due to higher priority action. Due date extended to comeplete review."
103,2022-08-26 15:19:43.942 +0800,2022-08-26 15:19:43.942 +0800,15490,2,"01/05/2022 MD - Information sent to Schenck, waiting for a response."
96,2022-08-26 15:15:17.895 +0800,2022-08-26 15:15:17.895 +0800,15487,2,"31/12/2021 DL  Brake  models catalogued in SAP are ""correct"" as per orginal drawings. Have contacted rotables team to find out what direction we are giving to refurb vendors on what brakes to use. as we have some different brakes installed to what is in SAP"
97,2022-08-26 15:15:25.317 +0800,2022-08-26 15:15:25.317 +0800,15487,2,"25/1/22 DL Still awaiting response from rotables, have followed up. Action extended"
98,2022-08-26 15:15:38.743 +0800,2022-08-26 15:15:38.743 +0800,15487,2,"15/2/22 DL: Rotables have responded, they currently direct vendors to replace motor breaks like for like.  They are investigating what directive has been given in the past. Still waiting for response. Due date extened, will follow up rotables."
105,2022-08-26 15:21:33.251 +0800,2022-08-26 15:21:33.251 +0800,15501,2,"13/03/22 - KH - Metso contacted for confirmation of design. Local support have agreed with short term solution and are awaiting feedback from European division to confirm specifications. Awaiting feedback prior to close out of action. Due date extended."
99,2022-08-26 15:15:48.422 +0800,2022-08-26 15:15:48.422 +0800,15487,2,"15/3/22 DL: Still no response from rotables. Have handed action over to MZ and TB. Due date extended"
100,2022-08-26 15:15:56.038 +0800,2022-08-26 15:15:56.038 +0800,15487,2,"14/4/22 DL: Still no response from rotables. Due date extended"
106,2022-08-26 15:21:43.386 +0800,2022-08-26 15:21:43.386 +0800,15501,2,"05/07/2022 - SW - Have followed-up with METSO numerous times for formal agreement on a long-term solution. Conversations have suggested the site modifications already made are sufficient long-term. METSO Europe factory is still working on long-term solution."
101,2022-08-26 15:16:03.854 +0800,2022-08-26 15:16:03.854 +0800,15487,2,"21/6/22 MZ: Still no response from rotables. Due date extended"
102,2022-08-26 15:17:25.736 +0800,2022-08-26 15:17:25.736 +0800,15490,2,"09/11/2021 MD - Need to work with Schenck to improve the design to reliably achieve 3 years service life."
104,2022-08-26 15:19:49.486 +0800,2022-08-26 15:19:49.486 +0800,15490,2,"19/07/2022 MD - Still waiting on Schenck's response, chased up."
131,2022-09-21 09:29:42.555 +0800,2022-09-21 09:29:42.555 +0800,15487,5867,"21/09/22 Time to be extended due to other priority tasks"
132,2022-09-21 09:30:29.334 +0800,2022-09-21 09:30:29.334 +0800,15503,5867,"21/09/22 Action to be extended due to other priority tasks"
133,2022-09-21 09:32:13.163 +0800,2022-09-21 09:32:13.163 +0800,15491,5867,"21/09/22 Action to be extended, 3rd party has been engaged to do a review of GTU upgrade "
134,2022-09-21 11:08:23.168 +0800,2022-09-21 11:08:23.169 +0800,15494,5867,"21/09/2022 MZ - Contacted OEM and discussed the typical stroke movement, the design of linear actuator fits for purpose.
The breakdown is caused by inadequate rebuild rather than design limitation. This action is closed."
135,2022-09-21 11:09:58.975 +0800,2022-09-21 11:09:58.975 +0800,15493,5867,"21/09/2022 MZ - Design has been completed, action extended  to execute the installation."
136,2022-09-21 11:19:38.531 +0800,2022-09-21 11:19:38.531 +0800,15480,5867,"21/09/2022 MZ - Action extended due to other priorities."
137,2022-09-21 11:20:11.271 +0800,2022-09-21 11:20:11.271 +0800,15488,5867,"21/09/2022 MZ - Action extended due to other priorities."
138,2022-09-21 11:20:20.915 +0800,2022-09-21 11:20:20.915 +0800,15489,5867,"21/09/2022 MZ - Action extended due to other priorities."
139,2022-09-21 11:24:42.347 +0800,2022-09-21 11:24:42.347 +0800,15467,5867,"21/09/2022 MZ - Action extended due to other priorities."
