id,created,updated,title,tab_title,tab_number,tab_type,tableau_url,location_id,aplus_date_range,aplus_site,aplus_area,rems_site,rems_fleet_type,rems_date_range
246,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,CC WHIMS TUM,CC WHIMS TUM,8,1,https://analytics.fmgl.com.au/t/sandbox/views/CCWHIMSWeeklyTUM/CCWHIMSWeeklyTUM?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,35,,,,,,
247,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,CC WHIMS 30 Day DT,CC WHIMS 30 Day DT,9,3,,35,30 Days,Christmas Creek,CC OPF2,,,
110,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,Dewatering Monthly DE Report,Dewatering Monthly DE Report,1,1,https://analytics.fmgl.com.au/t/published/views/DewateringMonthlyDE/DewateringMonthlyDE?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,23,,,,,,
184,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,EW FP Actions Report,EW FP Actions Report,13,1,https://analytics.fmgl.com.au/t/sandbox/views/InvestigationandActiontracker/ActionTracker/308cc819-355a-4aa8-ae89-2f81eb85ab99/EWFPActionTracker?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,37,,,,,,
185,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,EW FP Investigations Report,EW FP Investigations Report,14,1,https://analytics.fmgl.com.au/t/sandbox/views/InvestigationandActiontracker/InvestigationTracker/46f3364f-b751-42e7-b50e-15ad636371b9/EWFPInvestigationTracker?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,37,,,,,,
175,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,EW OPF1 30 Day DT,EW OPF1 30 Day DT,6,3,,37,30 Days,Eliwana,EW OPF1,,,
179,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,EW OPF1 Forcelist,EW OPF1 Forcelist,12,1,https://analytics.fmgl.com.au/t/sandbox/views/EliwanaWeeklyReliabilityDashboard_16558013224160/Forcelist?:showAppBanner=false&:origin=viz_share_link&:display_count=n&:showVizHome=n&:device=desktop,37,,,,,,
182,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,EW OPF1 Idlers,EW OPF1 Idlers,8,1,https://analytics.fmgl.com.au/t/sandbox/views/EWOPFIdlers/EWOPFIdlers?:showAppBanner=false&:origin=viz_share_link&:display_count=n&:showVizHome=n&:device=desktop,37,,,,,,
173,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,EW OPF1 Summary,EW OPF1 Summary,1,1,https://analytics.fmgl.com.au/t/sandbox/views/EWOPF1Summary/EWOPF1Summary?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,37,,,,,,
180,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,EW OPF1 Watchlist,EW OPF1 Watchlist,10,1,https://analytics.fmgl.com.au/t/sandbox/views/EWOPF1Watchlist/EWOPF1Watchlist?:showAppBanner=false&:origin=viz_share_link&:display_count=n&:showVizHome=n&:device=desktop,37,,,,,,
174,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,EW OPF1 Weekly TUM,EW OPF1 Weekly TUM,4,1,https://analytics.fmgl.com.au/t/sandbox/views/EWOPF1WeeklyTUM/EWOPF1WeeklyTUM?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,37,,,,,,
178,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,EW Stockyard & TLO 30 Day DT,EW Stockyard & TLO 30 Day DT,7,3,,37,30 Days,Eliwana,EW Stockyard,,,
183,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,EW Stockyard & TLO Idlers,EW Stockyard & TLO Idlers,9,1,https://analytics.fmgl.com.au/t/sandbox/views/EWSYIdlers/EWSYIdlers?:showAppBanner=false&:origin=viz_share_link&:display_count=n&:showVizHome=n&:device=desktop,37,,,,,,
181,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,EW Stockyard & TLO Watchlist,EW Stockyard & TLO Watchlist,11,1,https://analytics.fmgl.com.au/t/sandbox/views/EWSYWatchlist/EWSYWatchlist?:showAppBanner=false&:origin=viz_share_link&:display_count=n&:showVizHome=n&:device=desktop,37,,,,,,
177,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,EW Stockyard & TLO Weekly TUM,EW Stockyard & TLO Weekly TUM,5,1,https://analytics.fmgl.com.au/t/sandbox/views/EWTLOWeeklyTUM/EWTLOWeeklyTUM?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,37,,,,,,
240,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,EW Stockyard Summary,EW Stockyard Summary,2,1,https://analytics.fmgl.com.au/t/sandbox/views/EWTLOSummary/EWTLOSummary_1?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,37,,,,,,
176,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,EW TLO Summary,EW TLO Summary,3,1,https://analytics.fmgl.com.au/t/sandbox/views/EliwanaTrainLoadSummary/TrainLoadOutSummary_1?:showAppBanner=false&:origin=viz_share_link&:display_count=n&:showVizHome=n&:device=desktop,37,,,,,,
113,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,FT CH 30 Day DT,FT CH 30 Day DT,3,3,,32,30 Days,Solomon,FT Infeed and PC,,,
111,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,FT CH Summary ,FT CH Summary ,1,1,https://analytics.fmgl.com.au/t/sandbox/views/FTCHSummary/FTCHSummary?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,32,,,,,,
112,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,FT CH Weekly TUM,FT CH Weekly TUM,2,1,https://analytics.fmgl.com.au/t/sandbox/views/FTCHWeeklyTUM/FTCHWeeklyTUM?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,32,,,,,,
120,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,FT Forcelist,FT Forcelist,10,1,https://analytics.fmgl.com.au/t/sandbox/views/FTWeeklyReliabilityDashboard-updated_16554431374370/Forcelist?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,32,,,,,,
123,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,FT Idlers,FT Idlers,13,1,https://analytics.fmgl.com.au/t/sandbox/views/FTWeeklyReliabilityDashboard-updated_16554431374370/FiretailIdlers/79698623-fedf-457a-a6bf-17a6a0f30938/b63a4362-ef44-4352-99c0-70429d711fa4?:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,32,,,,,,
116,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,FT OPF 30 Day DT,FT OPF 30 Day DT,6,3,,32,30 Days,Solomon,FT OPF,,,
114,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,FT OPF Summary ,FT OPF Summary ,4,1,https://analytics.fmgl.com.au/t/sandbox/views/FTOPFSummary/FTOPFSummary?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,32,,,,,,
115,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,FT OPF Weekly TUM,FT OPF Weekly TUM,5,1,https://analytics.fmgl.com.au/t/sandbox/views/FTOPFWeeklyTUM/FTOPFWeeklyTUM?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,32,,,,,,
121,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,FT Watchlist ,FT Watchlist ,11,1,https://analytics.fmgl.com.au/t/sandbox/views/FTWeeklyReliabilityDashboard-updated_16554431374370/FiretailWatchlist?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,32,,,,,,
129,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,KV CH 30 Day DT,KV CH 30 Day DT,4,3,,33,30 Days,Solomon,KV Infeed and PC,,,
127,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,KV CH Summary ,KV CH Summary ,1,1,https://analytics.fmgl.com.au/t/sandbox/views/KVCHSummary/KVCHSummary?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,33,,,,,,
128,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,KV CH Weekly TUM,KV CH Weekly TUM,2,1,https://analytics.fmgl.com.au/t/sandbox/views/KVCHWeeklyTUM/KVCHWeeklyTUM?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,33,,,,,,
133,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,KV Forcelist,KV Forcelist,8,1,https://analytics.fmgl.com.au/t/sandbox/views/KVWeeklyReliabilityDashboard_16558592428330/Forcelist?:showAppBanner=false&:origin=viz_share_link&:display_count=n&:showVizHome=n&:device=desktop,33,,,,,,
135,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,KV Idlers,KV Idlers,10,1,https://analytics.fmgl.com.au/t/sandbox/views/SMKVIdlers/SMFTIdlers?:showAppBanner=false&:origin=viz_share_link&:display_count=n&:showVizHome=n&:device=desktop,33,,,,,,
132,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,KV OPF 30 Day DT,KV OPF 30 Day DT,7,3,,33,30 Days,Solomon,KV OPF,,,
130,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,KV OPF Summary,KV OPF Summary,5,1,https://analytics.fmgl.com.au/t/sandbox/views/KVOPFSummary/KVOPFSummary?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,33,,,,,,
131,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,KV OPF Weekly TUM,KV OPF Weekly TUM,6,1,https://analytics.fmgl.com.au/t/sandbox/views/KVOPFWeeklyTUM/KVOPFWeeklyTUM?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,33,,,,,,
134,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,KV Watchlist,KV Watchlist,9,1,https://analytics.fmgl.com.au/t/sandbox/views/KVWatchlist/FiretailWatchlist?:showAppBanner=false&:origin=viz_share_link&:display_count=n&:showVizHome=n&:device=desktop,33,,,,,,
241,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,QV CH Sumary,QV CH Sumary,3,1,https://analytics.fmgl.com.au/t/sandbox/views/QVCHSummary_KVWeeklyReliabilityMeeting/QVCHSummary?:showAppBanner=false&:origin=viz_share_link&:display_count=n&:showVizHome=n&:device=desktop,33,,,,,,
215,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM Diggers FLOC DT Pareto,SM Diggers FLOC DT Pareto,1,2,,44,,,,Solomon,Excavator,30 Days
221,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM Dozers FLOC DT Pareto,SM Dozers FLOC DT Pareto,3,2,,45,,,,Solomon,Dozer,30 Days
216,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM Drills FLOC DT Pareto,SM Drills FLOC DT Pareto,2,2,,44,,,,Solomon,Drills,30 Days
125,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM FT Actions Report,SM FT Actions Report,15,1,https://analytics.fmgl.com.au/t/sandbox/views/InvestigationandActiontracker/ActionTracker/84ab9c35-18de-4df9-aa9a-ff298f8b026c/SMFTFPActionTracker?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,32,,,,,,
126,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM FT Investigations Report,SM FT Investigations Report,16,1,https://analytics.fmgl.com.au/t/sandbox/views/InvestigationandActiontracker/InvestigationTracker/9a3377d9-93c9-49d1-89e1-829e1fce3cb0/SMFTFPInvestigationTracker?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,32,,,,,,
219,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM Graders FLOC DT Pareto,SM Graders FLOC DT Pareto,1,2,,45,,,,Solomon,Grader,30 Days
212,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM Haul Truck FLOC DT Pareto,SM Haul Truck FLOC DT Pareto,1,2,,43,,,,Solomon,Haul Truck,30 Days
222,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM HME Ancilliary Actions Report,SM HME Ancilliary Actions Report,4,1,https://analytics.fmgl.com.au/t/sandbox/views/InvestigationandActiontracker/ActionTracker/8334b035-102a-454b-822c-a06c1fe11bd3/SMHMEAncilActionTracker?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,45,,,,,,
223,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM HME Ancilliary Investigations Report,SM HME Ancilliary Investigations Report,5,1,https://analytics.fmgl.com.au/t/sandbox/views/InvestigationandActiontracker/InvestigationTracker/e0159ed8-4dda-4401-84fe-b3d5092bdc22/SMHMEAncilInvestigationTracker?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,45,,,,,,
217,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM HME Diggers and Drills Actions Report,SM HME Diggers and Drills Actions Report,3,1,https://analytics.fmgl.com.au/t/sandbox/views/InvestigationandActiontracker/ActionTracker/3325ebe9-8efb-4cee-a605-1a79d1faa7e4/SMHMEDDActionTracker?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,44,,,,,,
218,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM HME Diggers and Drills Investigations Report,SM HME Diggers and Drills Investigations Report,4,1,https://analytics.fmgl.com.au/t/sandbox/views/InvestigationandActiontracker/InvestigationTracker/9e20cecb-a387-4eda-a4bc-f00712e69ad3/SMHMEDDInvestigationTracker?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,44,,,,,,
213,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM HME Trucks Actions Report,SM HME Trucks Actions Report,2,1,https://analytics.fmgl.com.au/t/sandbox/views/InvestigationandActiontracker/ActionTracker/ddddfc49-70c7-49da-ba5e-bcc2eaddae9f/SMHMETrucksActionTracker?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,43,,,,,,
214,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM HME Trucks Investigations Report,SM HME Trucks Investigations Report,3,1,https://analytics.fmgl.com.au/t/sandbox/views/InvestigationandActiontracker/InvestigationTracker/90a37d85-2134-40d1-8846-26671171007f/SMHMETrucksInvestigationTracker?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,43,,,,,,
136,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM KV Actions Report,SM KV Actions Report,11,1,https://analytics.fmgl.com.au/t/sandbox/views/InvestigationandActiontracker/ActionTracker/33dda1a2-60cf-4717-9d66-a0158eece098/SMKVFPActionTracker?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,33,,,,,,
137,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM KV Investigations Report,SM KV Investigations Report,12,1,https://analytics.fmgl.com.au/t/sandbox/views/InvestigationandActiontracker/InvestigationTracker/b3348c7a-cdaa-48c8-bdad-dde3c1cef158/SMKVFPInvestigationTracker?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,33,,,,,,
220,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM Loaders FLOC DT Pareto,SM Loaders FLOC DT Pareto,2,2,,45,,,,Solomon,Wheel Loader,30 Days
244,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM PS 30 Day DT,SM PS 30 Day DT,3,3,,16,30 days,Energy Operations,SMPS Solomon Power Station,,,
242,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM PS Summary,SM PS Summary,1,1,https://analytics.fmgl.com.au/t/sandbox/views/EOPsGenerationSummary/KVOPFSummary?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,16,,,,,,
243,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM PS TUM,SM PS TUM,2,1,https://analytics.fmgl.com.au/t/sandbox/views/EOPSSOLPSTUM/WeeklyTUM?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,16,,,,,,
119,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM TLO 30 Day DT,SM TLO 30 Day DT,9,3,,32,30 Days,Solomon,SM Stockyard,,,
124,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM TLO Idlers,SM TLO Idlers,14,1,https://analytics.fmgl.com.au/t/sandbox/views/FTWeeklyReliabilityDashboard-updated_16554431374370/StockyardIdlers2/f384234a-def2-4329-b46b-0e0250a64286/d670ba3f-d5e0-42b2-86c6-d1ea3c210800?:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,32,,,,,,
117,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM TLO Summary ,SM TLO Summary ,7,1,https://analytics.fmgl.com.au/t/sandbox/views/SMTLOSummary/SMTLOSummary?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,32,,,,,,
122,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM TLO Watchlist,SM TLO Watchlist,12,1,https://analytics.fmgl.com.au/t/sandbox/views/FTWeeklyReliabilityDashboard-updated_16554431374370/TLOWatchlist?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,32,,,,,,
118,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM TLO Weekly TUM,SM TLO Weekly TUM,8,1,https://analytics.fmgl.com.au/t/sandbox/views/SMTLOWeeklyTUM/SMTLOWeeklyTUM?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,32,,,,,,
248,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,IB CH Summary,IB CH Summary,1,1,https://analytics.fmgl.com.au/t/sandbox/views/IBCHSummary/IBCHSummary?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,31,,,,,,
249,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,IB CH Summary,IB CH Summary,2,1,https://analytics.fmgl.com.au/t/sandbox/views/IBCHWeeklyTUM/IBCHWeeklyTUM?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,31,,,,,,
250,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,IB CH 30 Day DT,IB CH 30 Day DT,3,3,,31,30 Days,Iron Bridge,Dry Plant Magnetite,,,
251,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,IB FP Actions Report,IB FP Actions Report,4,1,https://analytics.fmgl.com.au/t/sandbox/views/InvestigationandActiontracker/ActionTracker/42ad9a9f-7745-46d0-9ddd-6e6b915275b0/IBFPActionsReport?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,31,,,,,,
252,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,IB FP Investigations Report,IB FP Investigations Report,5,1,https://analytics.fmgl.com.au/t/sandbox/views/InvestigationandActiontracker/InvestigationTracker/9dac3cc7-22be-44f1-b29c-8286f115046b/IBFPInvestigationsReport?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,31,,,,,,